fname,speaker,seq,utter,stime,etime,wcount,emotion,senti,key_phrase
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,A,196,"Alright. And for all your bipolar patients who are needle phobic, how likely you to switch to this product or offer this to them?",2343,2354,24,Fear,Negative,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,B,197,"All of them, five of them.",2356,2358,6,Happy,Neutral,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,A,198,So be fine. Alright. Great. Now what does it mean for your practice to have this product formulation in your toolbox and your treatment armamentarium?,2358,2371,25,Happy,Positive,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,B,199,Options are always good. We all like option. That's all I can see. Having that option that's safer for the nurses that might be pursued better by the patient. That's definitely a big plus for us.,2372,2389,36,Happy,Positive,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,A,200,What do you think again for the practice? What are the benefits? What are the potential pitfalls for this formulation?,2391,2401,20,Surprise,Positive,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,B,201,"Well, benefits for the nurses definitely. Like I said, the needle injury, it's less. They all like working with the patient population that we have. They love injectables. So having to offer patients into something that looks different where you can't see the needle. So that's the best part for patients to get that choice as well. Now, the pitfalls probably would be like the insurance stuff. I don't know how ready it'll be approved by the insurance company. So that would be the big thing. And we do samples so we can always try samples. But the insurance thing would be the biggest issue.",2401,2440,105,Fear,Positive,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,A,202,Alright. What impact do you think this might have on cost for the practice?,2441,2446,14,Angry,Positive,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,B,203,"Nothing. Nothing for us. We're not going to buy it, we can't afford it. But Yes, we do stock samples and for the patients, it's to their insurance company.",2446,2462,29,Fear,Positive,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,A,204,"Okay, so this would not be something you would stock into practice samples?",2463,2469,13,Fear,Positive,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,B,205,"No, but we're not going to buy it. We're not going to buy and build. We're not doing that. So samples and then everything is for the patient themselves. So their insurance company.",2469,2479,33,Fear,Neutral,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,A,206,Okay. What about treatment time? What impact might this have on the time you spend treating patients?,2480,2487,17,Angry,Positive,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,B,207,"Like as in, like injection card?",2488,2491,6,Happy,Positive,injection card
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,A,208,Yeah. Would it have any impact on the time you spend with patients?,2493,2497,13,Angry,Positive,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,B,209,"At least just the injection part. I'm guessing it takes about the same time, two to 3 minutes for them to just inject itself. But the preparation is always the bigger part and they're also doing it. I don't think it's going to change the whole thing by much like the time. Not by much.",2498,2516,55,Surprise,Positive,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,A,210,"Alright. What impact would the ease of administration have so better than the other ones, for sure.",2519,2530,17,Fear,Positive,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,B,211,So easier for the nurses.,2530,2533,5,Happy,Positive,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,A,212,Right. Would there be any issues with staff acceptance?,2534,2537,9,Fear,Positive,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,B,213,"There always be some of those nurses. But once we start training them and we do make them, all the nurses rotate. So it's not like just one person doing this injection, so they can't say I'm not going to do this. It's like on a rotation. So it'll be their terms. That's better for them to start doing it. So they get comfortable. I mean, we've used all injections, so I thought it was a little bit different, so they had to learn that and now they're comfortable doing it. So I think it's with practice. Yes, we have to encourage them. I might have to buy them lunch, but they'll do it.",2538,2575,114,Surprise,Positive,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,A,214,"Okay. Good. Now do you feel your staff would be comfortable switching from Abilify, maintain it to product X one rate that level of comfort on a one to 5 scale, one not at all.",2576,2596,35,Happy,Positive,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,B,215,And five extremely comfortable like staff meeting other prescribers or staff meeting like the nurses.,2596,2602,15,Happy,Positive,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,A,216,"Well, Let's do both. You being one and then your staff.",2603,2610,11,Sad,Positive,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,B,217,"I'm very comfortable and you can trust me. The other prescribers in my office, they kind of follow my recommendation. They call me the injection Lady. So I'm kind of known for that. We share our ideas, our thoughts and our patient progress. So we're kind of sharing the knowledge. So they would be very comfortable. And the nurses, I think they find comfort in our decision. And when they see this is safer, you know, like they are not seeing the needle. The needle injury is less. It's better for the patient. They're less scared. I mean, they wouldn't have any issues with it.",2610,2645,105,Happy,Positive,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,A,218,"Okay, so on a one to 5 scale, then you would rate your comfort level at five being like most comfortable. Yes.",2646,2655,22,Sad,Positive,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,B,219,Five.,2656,2657,1,Happy,Neutral,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,A,220,And your staff.,2657,2659,3,Happy,Neutral,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,B,221,"Yes, 5, 5. Okay.",2659,2662,4,Sad,Positive,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,A,222,Now what do you think? The ratio of patient switching from other injection sites to this dorsal lutio site would be from ventral glue or deltoid to product next one. What do you think that might be?,2662,2680,37,Surprise,Neutral,other injection sites
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,B,223,"I'm trying to think because most injections we do, except for, I think in Vega, they're all like in boot induction. So it's not going to be a huge, you know, switch because I think most we're still doing gluteal injections.",2682,2700,41,Surprise,Positive,gluteal injections
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,A,224,"All right, good enough. Now, Here's sort of the same chart that we looked at at the very beginning. But this now has Product X one as 1 of your choices. But assume that Product X one has been in the market for six months. Okay, so a portion your long acting injectable patients across these four products.",2702,2735,58,Fear,Positive,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,B,225,"I would set for any first. Okay. So system probably would still be a little bit on the higher side just because they've already been on it and most people come out on risk at all. So it just makes it easier to put them on sustanna. So I would say still about 40% would still be system a Trina. I would give product back like another 10 and then 10 and divide the rest between Aris data and maintain. So Product X will jump the list, getting like 20, 25%.",2737,2768,91,Fear,Positive,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,A,226,Alright.,2768,2769,1,Happy,Positive,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,B,227,75 the other 25 for Arista and maintain that together. So 12 and a half something like that. Yeah.,2769,2778,19,Happy,Positive,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,A,228,"Alright. And then for the bipolar patients, the same thing.",2779,2782,10,Surprise,Positive,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,B,229,"Yeah, the same thing.",2782,2784,4,Surprise,Positive,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,A,230,Now I'm asking would do the same exercise.,2785,2788,8,Fear,Neutral,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,B,231,"So it's going to be a little bit different because technically in Vegas is not approved for bipolar. So if we go by approval, maintain and Product X one would be the only one. So I probably say most of them would go to Product X. So probably about like even in Vega would probably get like the other three and then Arista and maintain the rest, but each. So most would still go to product for bipolar.",2788,2820,78,Fear,Positive,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,A,232,"Excellent. Alright, doctor, those are my questions. Any other thoughts or comments about anything we've talked about?",2820,2828,17,Fear,Positive,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,B,233,"So the issue we're having, at least with the Abilify product, the nurses complain about clogs with Ariana. Do we have any of those issues with this?",2829,2843,27,Sad,Negative,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,A,234,Would that be a concern?,2845,2847,5,Sad,Neutral,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,B,235,"Yeah. I mean, again, my nurses is kind of like hesitate with Arizona. But of course they still do it. And this has happened a lot. The needle seems to get clogged. It's not as bad with antennas. So I'm hoping this doesn't happen with Product X one. And the other thing is patients these days they want something longer, like when they come in, they're already saying I want the three month injection. So if somebody is on an Abilify product, you know, the best we can offer them is Arista for every two months. That's the longest we can do. So if down the road we can have that length option, that would be great. Just imagine 12 injections a year versus four injections a year when we sell it, when we present it that way. It sounds very tempting to go with for a year, especially when in Vega comes out with their six monthly. I don't know if it's going to last the whole time, but, you know, two inductions a year, so you can't beat that. So if we can get this longer, lasting longer, that would be great. The other thing is getting different notes. So if an antenna, you only have the 300 400. And I know some people like going to throw a little bit extra Abilify to get the lower dose. But if we can have that different dose range, like a bipolar patients don't need that high. So maybe 10 milligrams, then we have like 15 20 if we need to go up a little bit. If we can have that variety of dosage, that would be great.",2847,2945,278,Fear,Positive,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,A,236,"Alright, recall that I asked you to keep in mind that a six month Pala pardon formulation would be available in the market when Product X one comes out. What impact might that have on your use of Product X one?",2946,2965,41,Fear,Positive,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,B,237,"Well, the first thing is we have to see if it does last that whole six months. I don't know how many patients would be comfortable switching, so I think it's more like clinical. I'm sure they'll have data. They'll have data to show it works. But clinically and does it work? I mean, they said smtrend, that's going to last for three months. It doesn't. Some patients the Abilify maintain doesn't last that 28 days. It doesn't. So I had to do like a weird 26 day injection for mainten. So again, it's all based on what we see clinically. So I think six months is kind of like way out there for now. So I'm not worried about the six month duration competing with something that's one a month. But again, like I said, if we have those options to at least stretch it like two or 3 months, that would make it more palatable for us and the patients. But I mean, I don't think having and not everybody is suitable for in Vegas, especially when their prolactin starts to go down or go up. Sorry. I mean, you have to switch them to an area proposal product. I'm not too worried that it would compete. It's a totally different patient population that you're looking at. Okay, so any other thoughts or comments about anything we've talked about more options always better in Jackson size. Again, how do we see that the whole medication has been dispensed? What happens if the patient moves and you didn't get the whole injection? That kind of stuff. And the other thing is if we can get a a lot of different dose range, that would be great. If we can get different duration, it's lasting a little bit longer. That would be great. And I love Abilify. The side of profile is pretty reasonable. The medication we like. I just wish they would start getting indications for scheduler affective because sometimes just fighting this battle with insurance company and sometimes for patient assistance, like not having that exact because the fear bipolar diagnosis is just such a hassle the schizoaffective, which is more common diagnosis than schizophrenia. Unfortunately, not a lot of medications approved for that. Okay, if they can get that indication somewhere, that would be great.",2966,3114,388,Fear,Positive,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,A,238,Alright. Anything else? This is very interest. That's it?,3115,3121,9,Happy,Positive,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,B,239,"Yeah, that's about it.",3121,3123,4,Happy,Positive,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,A,240,"Alright, well, thank you very much. I appreciate your time this afternoon. I've enjoyed talking with you. And have a good evening.",3123,3131,22,Happy,Positive,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,B,241,You too. Thank you so much. Thank you.,3132,3134,8,Happy,Positive,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,A,242,You're Welcome.,3134,3135,2,Happy,Positive,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,B,243,Bye bye.,3135,3135,2,Happy,Neutral,none
1915_Almanac_Psychiatrist_547_UR_ W-TDI__USA_09042020 0500PM EST.m4a,A,244,Bye bye.,3135,3136,2,Happy,Neutral,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,0,Let me start that we're being recorded and then our client often likes to listen to the recording. So will it be okay if I share the recording with them?,0,15,30,Sad,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,1,"Yes, that'll be fine.",15,17,4,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,2,Alright. Thank you. Thank you very much. Now please tell me your title and give me a sense of what responsibilities that entails.,18,31,23,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,3,I'm a laboratory mystery of Director and Director of Regulatory Affairs for our Laboratory and Allied Health and I oversee all the lab and technology and special testing area.,33,59,29,Surprise,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,4,Okay.,62,63,1,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,5,Deal with all the evaluation and selection of instrument and instrument system.,65,73,12,Fear,Neutral,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,6,Alright. I've talked with colleagues of yours in the same position. You ever roll your sleeves up and use the Analyzer yourself?,73,85,22,Surprise,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,7,"That's how to get started. I have actually work with the technical person from the particular instrument system and have them explain. I've been a medical technologist for over 30 years and I've evaluated quite a few numerous systems and if they can explain it to me, then I could then easily explain it to my staff and my staff Department had.",86,128,62,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,8,Excellent. So what's your typical hematology testing volume in a typical week? You want to do it by day? That's okay. But estimate by the week.,130,141,26,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,9,"I would say over a thousand are probably closer to 400 per week. Cbcs. Yes, a week.",144,158,17,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,10,"Alright, what challenges? That's a good volume. What challenges do you face with doing the hematology testing?",159,170,17,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,11,"We want to make sure that obviously the work that we produce is accurate and given back to the requester in a timely manner. In order to do this, my staff have to have the qualifications and really motivation to provide the quality care so that patients can be identified or treated for their condition.",172,214,55,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,12,Okay. Now which hematology analyzers do you use in your lab? The manufacturing model.,216,224,14,Fear,Positive,hematology analyzers
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,13,"We primarily use the veteran hematology systems and we've evaluated other systems like from Abbot and Max. And like I said, we are very confident and the accuracy and the cost involved and the confidence that the staff has in using them.",225,273,42,Fear,Positive,other systems
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,14,"Okay, now do you have more than one Backman Analyzer or.",274,279,11,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,15,"Yeah, we have actually 3, 2 main systems and then one back up. Okay.",279,291,14,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,16,And what are their models?,291,292,5,Fear,Neutral,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,17,I'm really not exactly sure what it is right now. I can get that information. It's the most recent model before the cold assistant.,294,311,24,Fear,Negative,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,18,"Okay, that's fine. Now, how long have you had those three analyzers?",311,317,12,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,19,"I would say at least three years for the main system. The backup system we've had for, I guess about four years or something like that.",317,332,26,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,20,"Alright, on a scale of one to 5 where one is you're not at all satisfied and five you're extremely satisfied. How would you rank your satisfaction with your current analyzers?",334,346,31,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,21,"I would say at least 4.9%. You can always have a desire for maybe something else. But realistically, we were very satisfied based on our quality survey results that we send in and get analyzed in our comparison with our peers and also the reliability of the type of maintenance that has to be performed and the amount of downtime. Okay.",347,402,61,Fear,Positive,survey results
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,22,Now you have experience with not just the back but the other brands as well. Is that correct?,405,412,18,Sad,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,23,"Yes, we've had some of the different ones in the past. And again, there's always competition and a new teachers and aspects of it that go in. And the final decision as far as our ongoing continuous education opportunity and our troubleshooting support and also continuing education in what's coming on to the scene.",412,465,54,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,24,"Alright, now what you particularly like about your Backman analyzers.",466,473,10,Happy,Positive,Backman analyzers
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,25,"I think it's a consistency and the the amount of extra service or maintenance that has to be done, that reproducibility and comparison to which appears also the opportunity to follow how the patient results are Trending and if there's any outlier or something that may be a concern, obviously, if they have transfusions and platelets tax sales or that type of thing, we have to follow. Okay.",473,552,68,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,26,Anything else you particularly like about our your current analyzers?,552,556,10,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,27,"Well, like I said, we are survey results and satisfaction that our physician staff that they have confidence in the results are really important to us.",558,580,26,Happy,Positive,survey results
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,28,"Okay, anything you dislike about your face analyzers.",582,587,8,Happy,Negative,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,29,"Sometimes the cost maybe, but sometimes the quality cost difference between value and price.",590,605,14,Surprise,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,30,"Alright, how do your Backman analyzers differ from in terms of likes and dislikes with other analyzers you're familiar with, perhaps you use in your lab there or in other locations? Oh.",608,627,32,Happy,Positive,other locations
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,31,I think the reproducibility and results and just the staff acceptance and sometimes the maintenance that's required is more simple or less involved.,630,662,23,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,32,And is that an avid Analyzer? Is it a Max? What are we comparing to the.,665,675,16,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,33,I don't exactly remember the model of the bot that we replaced about four years ago.,681,691,16,Fear,Neutral,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,34,"Alright, if we go beyond just the Analyzer itself to the vendor workflow, the overall relationship, the support and training you received, how does the Beckman Analyzer? How does the Beckman relationship, if you will compare with what you had with Abbot?",692,715,42,Surprise,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,35,"I think it was not markedly superior, but it was definitely measurably superior based on follow up and the number of problems and how those problems were resolved. And again, the quality control and assurance reporting.",716,749,36,Fear,Positive,quality control
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,36,"Alright, what would you like to see improved about your current Analyzer?",752,758,12,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,37,"Well, we are looking at immature cells and abnormal cells being better identified or flagged and things that we could do for the the immature red house and maybe typical or things like that.",766,813,34,Surprise,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,38,"So I'm not clear what the unmet need is there. Is there a a better ability to identify, recognize them sooner or something?",816,828,23,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,39,"Yeah, but like I said, it's it's just more of the confidence or being able to maybe better flag or something, any typical cell, but we're really not dissatisfied were in fact very satisfied with its capabilities.",828,856,37,Surprise,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,40,"Alright, but you'd like to see more confidence in the results on certain types of sales then? Yes.",858,864,18,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,41,Alright.,867,867,1,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,42,Any other challenges in terms of samples or something like that where you.,867,878,13,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,43,Have a right now we have a system set up that is connected with the making slides and staining and so that that we can get the differential.,881,904,28,Fear,Neutral,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,44,Alright. And you have that now?,907,909,6,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,45,Yeah.,910,911,1,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,46,Alright. Can that be improved in any way?,912,915,8,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,47,Maybe we have to replace the stating materials and things like that. And we just. It's got a way of monitoring when we need to replace it.,921,937,27,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,48,Alright. Now are you able to see my screen?,939,944,9,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,49,I'm not sure you can't see my. Hang on a second. I'm not able to.,946,968,15,Sad,Negative,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,50,Okay. My screen says Welcome. You don't see that?,970,975,9,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,51,"Yeah, I. I went to the launch meeting. Okay.",976,1009,9,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,52,Can you see a little blue camera?,1011,1013,7,Sad,Neutral,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,53,"I see March meeting. Yeah, I can see the blue camera.",1013,1018,11,Sad,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,54,Click on that.,1018,1020,3,Happy,Neutral,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,55,"Okay, I did.",1020,1021,3,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,56,Now what?,1023,1024,2,Happy,Neutral,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,57,It's coming up soon. It says get starting with the meeting. Yeah.,1025,1037,12,Surprise,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,58,You still can't see my screen?,1053,1055,6,Happy,Neutral,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,59,"No, no scheduling cord meeting at the screen that says to record that's. Right.",1056,1123,14,Surprise,Negative,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,60,Alright.,1139,1140,1,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,61,I'm sorry. You hear me?,1141,1142,5,Sad,Negative,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,62,Can you?,1142,1143,2,Happy,Neutral,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,63,"Yes, I can hear you.",1144,1145,5,Sad,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,64,But you can't see anything yet.,1146,1148,6,Happy,Neutral,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,65,Unfortunately not.,1149,1150,2,Sad,Negative,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,66,"Well, again, technology is great when it works.",1151,1155,8,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,67,"Yeah, let me.",1155,1159,3,Sad,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,A,68,"I tell you what. It's important that you be able to see my screen because I have things to share with you and talk about if it's okay. Let's reschedule that portion of this interview for a time when. Yeah, our field team can help you get everything set up and then we won't have the issue. Would that be alright?",1159,1186,61,Sad,Positive,none
Hematology Study_ Lab Director _Record No. 653_LL_ W-TDI _US_24052021 1500Hrs EST.mp4,B,69,That'd be fantastic. I appreciate your patience and your no problem.,1186,1192,11,Happy,Positive,none
